"﻿""証券コード""",CSV略称,正式企業名(和),Qr1略称(和),カナ,正式企業名(英),略称(英),FACTSET業種,旧社名・旧商号,EDINETコード,新証券コード,協会業種,日経業種(小分類),優先市場,配信開始日,売買単位,発行済株式総数,HPアドレス,決算期,配当基準日,決算発表予定日,決算発表履歴,日経業種（中分類）_抽出,上場市場名_抽出,指数採用_抽出
6457,ｸﾞﾛｰﾘｰ,グローリー,グローリー,ｸﾞﾛｰﾘｰ,GLORY LTD.,GLORY,電子装置・機器,,E01650,327440000,機械,その他機械,東証,(00/12/20),100,"58,938,210",http://www.glory.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06,"1Q: 2025/08/07
2Q: 2025/11/10
3Q: 2025/02/06
通期: 2025/05/13",機械,東証ﾌﾟﾗｲﾑ,
6458,ｼﾝｺｳ工,新晃工業,新晃工,ｼﾝｺｳｺｳｷﾞｮｳ,SINKO INDUSTRIES LTD.,SINKOIND,産業機械,,E01669,337280000,機械,その他機械,東証,(13/ 7/16),100,"72,543,000",http://www.sinko.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 16:00,"1Q: 2025/08/07
2Q: 2025/11/13
3Q: 2025/02/07
通期: 2025/05/15",機械,東証ﾌﾟﾗｲﾑ,
6459,大和冷,大和冷機工業,大和冷,ﾀﾞｲﾜﾚｲｷｺｳｷﾞｮｳ,DAIWA INDUSTRIES LTD.,DAIW-I,産業機械,,E01961,350580000,機械,その他機械,東証,データなし,100,"51,717,215",http://www.drk.co.jp/,12/末,6/末 12/末,本単: 2026/02/13 15:00,"1Q: 2025/05/13
2Q: 2025/08/12
3Q: 2025/11/11
通期: 2025/02/14",機械,東証ﾌﾟﾗｲﾑ,
6460,ｾｶﾞｻﾐｰHD,セガサミーホールディングス,セガサミー,ｾｶﾞｻﾐｰﾎｰﾙﾃﾞｨﾝｸﾞｽ,SEGA SAMMY HOLDINGS INC.,SEGASAMY,パッケージ・ソフトウェア,"サミー
セガサミーホールディングス
サミーネットワークス
セガトイズ
セガ
トムス・エンタテインメント
キョクイチ
ｾｶﾞ･ｴﾝﾀｰﾌﾟﾗｲｾﾞｽ
タイヨーエレック",E02475,341905000,機械,その他機械,東証,(04/10/ 1),100,"221,229,476",http://www.segasammy.co.jp,3/末,9/末 3/末,3Q連: 2026/02/13 11:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/12",機械,東証ﾌﾟﾗｲﾑ,JPX日経400 日経300 日経500平均
6463,ＴＰＲ,ＴＰＲ,ＴＰＲ,ﾃｨｰﾋﾟｰｱｰﾙ,"TPR CO., LTD.",TPR,自動車部品：OEM,,E01599,354240000,機械,軸受,東証,データなし,100,"68,600,198",http://www.tpr.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/08
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/15",機械,東証ﾌﾟﾗｲﾑ,
6464,ﾂﾊﾞｷﾅｶｼﾏ,ツバキ・ナカシマ,ツバキナカ,ﾂﾊﾞｷﾅｶｼﾏ,"TSUBAKI NAKASHIMA CO., LTD.",TUBAKINA,金属加工,,E31954,353441000,機械,軸受,東証,(15/12/16),100,"41,599,600",http://www.tsubaki-nakashima.com/,12/末,6/末 12/末,本連: 2026/02/13 16:00,"1Q: 2025/05/13
2Q: 2025/08/13
3Q: 2025/11/11
通期: 2025/02/17",機械,東証ﾌﾟﾗｲﾑ,
6465,ホシザキ,ホシザキ,ホシザキ,ﾎｼｻﾞｷ,HOSHIZAKI CORP.,HOSIZAKI,産業機械,,E01654,384577000,機械,その他機械,東証,(08/12/10),100,"144,890,100",http://www.hoshizaki.co.jp/,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/13
2Q: 2025/08/07
3Q: 2025/11/07
通期: 2025/02/13",機械,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,JPX日経400 日経500平均
6466,ＴＶＥ,ＴＶＥ,ＴＶＥ,ﾃｨｰﾌﾞｲｲｰ,"TVE CO., LTD.",TVE,金属加工,"ＴＶＥ
東亜バルブエンジニアリング
トウアバルブグループ本社",E01716,355881000,機械,その他機械,東証,(00/ 3/15),100,"2,461,600",http://www.toavalve.co.jp/,9/末,3/末 9/末,1Q連: 2026/02/10 16:00,"1Q: 2025/02/12
2Q: 2025/05/12
3Q: 2025/08/08
通期: 2025/11/12",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6467,ニチダイ,ニチダイ,ニチダイ,ﾆﾁﾀﾞｲ,NICHIDAI CORP.,NICHIDI,金属加工,,E01456,366194000,機械,その他機械,東証,(13/ 7/16),100,"9,053,300",http://www.nichidai.jp,3/末,9/末 3/末,3Q連: 2026/02/02 15:00,"1Q: 2025/08/01
2Q: 2025/10/31
3Q: 2025/02/03
通期: 2025/05/01",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6469,放電精密,放電精密加工研究所,放電精密,ﾎｳﾃﾞﾝｾｲﾐﾂｶｺｳｹﾝｷｭｳｼｮ,"HODEN SEIMITSU KAKO KENKYUSHO CO., LTD.",HDENSEI,産業機械,,E01454,383960000,機械,その他機械,東証,(13/ 7/16),100,"10,953,900",http://www.hsk.co.jp/,2/末,8/末 2/末,3Q連: 2026/01/08,"1Q: 2025/07/03
2Q: 2025/10/02
3Q: 2026/01/08
通期: 2025/04/08",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6470,大豊工業,大豊工業,大豊工業,ﾀｲﾎｳｺｳｷﾞｮｳ,"TAIHO KOGYO CO., LTD.",TAIHO-K,金属加工,"大豊工業
日本ガスケット",E02199,344908000,機械,自動車部品,東証,(00/ 3/23),100,"29,172,457",https://www.taihonet.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/02 14:00,"1Q: 2025/07/30
2Q: 2025/10/30
3Q: 2025/01/30
通期: 2025/04/24",自動車,東証ｽﾀﾝﾀﾞｰﾄﾞ 名証ﾌﾟﾚﾐｱ,
6471,日精工,日本精工,日精工,ﾆｯﾎﾟﾝｾｲｺｳ,NSK LTD.,NSK,自動車部品：OEM,"NSKﾆｰﾄﾞﾙﾍﾞｱ
天辻鋼球製作所
日本精工",E01600,372080000,機械,軸受,東証,データなし,100,"500,000,000",http://www.nsk.com/,3/末,9/末 3/末,3Q連: 2026/02/03 15:00,"1Q: 2025/07/31
2Q: 2025/11/04
3Q: 2025/01/31
通期: 2025/05/12",機械,東証ﾌﾟﾗｲﾑ,日経平均 日経300 日経500平均
6472,ＮＴＮ,ＮＴＮ,ＮＴＮ,ｴﾇﾃｨｰｴﾇ,NTN CORP.,NTN,自動車部品：OEM,"ＮＴＮ
日本科学冶金",E01601,316560000,機械,軸受,東証,データなし,100,"541,040,866",http://www.ntn.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/03,"1Q: 2025/08/04
2Q: 2025/10/31
3Q: 2025/02/04
通期: 2025/05/14",機械,東証ﾌﾟﾗｲﾑ,日経平均 日経500平均
6473,ｼﾞｪｲﾃｸﾄ,ジェイテクト,ジェイテクト,ｼﾞｪｲﾃｸﾄ,JTEKT CORP.,JTEKT,自動車部品：OEM,"光洋販売
ジェイテクト
光洋精工
豊田工機",E01602,329220000,機械,軸受,東証,データなし,100,"318,608,107",http://www.jtekt.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/03 15:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/04/25",機械,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,日経平均 日経300 日経500平均
6474,不二越,不二越,不二越,ﾌｼﾞｺｼ,NACHI-FUJIKOSHI CORP.,FJIKOSI,金属加工,,E01603,381320000,機械,軸受,東証,データなし,100,"24,919,343",http://www.nachi-fujikoshi.co.jp/,11/末,5/末 11/末,本連: 2026/01/14,"1Q: 2025/04/03
2Q: 2025/07/15
3Q: 2025/10/06
通期: 2026/01/14",機械,東証ﾌﾟﾗｲﾑ,
6479,ﾐﾈﾍﾞｱﾐﾂﾐ,ミネベアミツミ,ミネベア,ﾐﾈﾍﾞｱﾐﾂﾐ,MINEBEA MITSUMI INC.,MINEBEAM,半導体,"ミネベアミツミ
ミツミ電機
昭和鉄工
アサヒプリテック
ミネベア",E01607,390600000,電気機器,電子部品,東証,データなし,100,"427,080,606",http://www.minebeamitsumi.com/,3/末,9/末 3/末,3Q連: 2026/02/05 15:00,"1Q: 2025/08/05
2Q: 2025/11/06
3Q: 2025/02/05
通期: 2025/05/09",電気機器,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
6480,日ﾄﾑｿﾝ,日本トムソン,トムソン,ﾆｯﾎﾟﾝﾄﾑｿﾝ,"NIPPON THOMPSON CO., LTD.",THOMPSN,金属加工,,E01631,373940000,機械,軸受,東証,データなし,100,"73,501,425",http://www.ikont.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/09 15:00,"1Q: 2025/08/07
2Q: 2025/11/10
3Q: 2025/02/10
通期: 2025/05/12",機械,東証ﾌﾟﾗｲﾑ,
6481,ＴＨＫ,ＴＨＫ,ＴＨＫ,ﾃｨｰｴｲﾁｹｰ,"THK CO., LTD.",THK,産業機械,"ＴＨＫ
大東製機",E01678,353925000,機械,軸受,東証,(01/ 2/26),100,"119,099,803",http://www.thk.com/jp/,12/末,6/末 12/末,本連: 2026/02/12 15:00,"1Q: 2025/05/09
2Q: 2025/08/06
3Q: 2025/11/11
通期: 2025/02/12",機械,東証ﾌﾟﾗｲﾑ,日経500平均
6482,YUSHIN,ＹＵＳＨＩＮ,ＹＵＳＨＩＮ,ﾕｰｼﾝ,YUSHIN COMPANY,YUSHIN,産業機械,,E01710,394450000,機械,その他機械,東証,(99/12/14),100,"35,638,066",https://www.yushin.com/ja-portal/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/08
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6484,ＫＶＫ,ＫＶＫ,ＫＶＫ,ｹｰﾌﾞｲｹｰ,KVK CORP.,KVK,建設関連製品,,E01434,327725000,機械,その他機械,東証,(13/ 7/16),100,"8,322,178",http://www.kvk.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 11:00,"1Q: 2025/08/13
2Q: 2025/10/27
3Q: 2025/02/14
通期: 2025/05/12",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6485,前澤給,前澤給装工業,前沢給装,ﾏｴｻﾞﾜｷｭｳｿｳｺｳｷﾞｮｳ,"MAEZAWA KYUSO INDUSTRIES CO., LTD.",MAE-KYU,金属加工,,E01693,386030000,機械,他金属製品,東証,(98/ 2/ 9),100,"21,500,000",http://www.qso.co.jp/,3/末,9/末 3/末,3Q単: 2026/02/10 15:00,"1Q: 2025/08/07
2Q: 2025/11/11
3Q: 2025/02/10
通期: 2025/05/13",非鉄金属製品,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6486,ｲｰｸﾞﾙ,イーグル工業,イーグル工,ｲｰｸﾞﾙｺｳｷﾞｮｳ,"EAGLE INDUSTRY CO., LTD.",EAGLE,産業機械,"ＥＳＭ
イーグル工業",E01414,313040000,機械,その他機械,東証,データなし,100,"49,757,821",http://www.ekkeagle.com/jp/,3/末,9/末 3/末,3Q連: 2026/02/05 15:00,"1Q: 2025/08/05
2Q: 2025/11/10
3Q: 2025/02/05
通期: 2025/05/14",機械,東証ﾌﾟﾗｲﾑ,
6488,ﾖｼﾀｹ,ヨシタケ,ヨシタケ,ﾖｼﾀｹ,YOSHITAKE INC.,YOSHITK,産業機械,,E01683,395720000,機械,その他機械,東証,(13/ 7/16),100,"13,326,389",http://www.yoshitake.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 15:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/05/16",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6489,前沢工,前澤工業,前沢工業,ﾏｴｻﾞﾜｺｳｷﾞｮｳ,"MAEZAWA INDUSTRIES, INC.",MAEZAWA,産業機械,,E01672,386040000,機械,その他機械,東証,(94/ 3/25),100,"20,790,248",http://www.maezawa.co.jp/,5/末,11/末 5/末,2Q連: 2026/01/09,"1Q: 2025/10/15
2Q: 2026/01/09
3Q: 2025/04/11
通期: 2025/07/11",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6490,PILLAR,ＰＩＬＬＡＲ,ＰＩＬＬＡＲ,ﾋﾟﾗｰ,PILLAR CORP.,PILLAR,その他製造業,,E01645,374780000,機械,その他機械,東証,(01/ 1/ 9),100,"25,042,406",https://www.pillar.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/09 15:00,"1Q: 2025/08/06
2Q: 2025/11/13
3Q: 2025/02/06
通期: 2025/05/14",機械,東証ﾌﾟﾗｲﾑ,
6492,岡野バル,岡野バルブ製造,岡野バ,ｵｶﾉﾊﾞﾙﾌﾞｾｲｿﾞｳ,OKANO VALVE MFG. CO.LTD.,OKANO V,産業機械,,E01609,319160000,機械,その他機械,東証,データなし,100,"1,793,000",http://www.okano-valve.co.jp/,9/末,3/末 9/末,1Q連: 2026/02/06 15:00,"1Q: 2025/04/04
2Q: 2025/07/04
3Q: 2024/10/04
通期: 2025/11/07",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6493,NITTAN,ＮＩＴＴＡＮ,ＮＩＴＴＡＮ,ﾆｯﾀﾝ,NITTAN CORP.,NITTAN,自動車部品：OEM,,E02189,368000000,輸送用機器,自動車部品,東証,データなし,100,"28,978,860",http://www.niv.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 16:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/05/14",自動車,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6494,NFK-HD,ＮＦＫホールディングス,ＮＦＫＨＤ,ｴﾇｴﾌｹｰﾎｰﾙﾃﾞｨﾝｸﾞｽ,"NFK HOLDINGS CO., LTD.",NFK-HD,産業機械,,E01648,374820000,機械,その他機械,東証,(13/ 7/16),100,"48,744,624",http://www.nfk-hd.co.jp,3/末,9/末 3/末,3Q連: 2026/02/13 16:00,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6495,宮入バル,宮入バルブ製作所,宮入バ,ﾐﾔｲﾘﾊﾞﾙﾌﾞｾｲｻｸｼｮ,"MIYAIRI VALVE MFG. CO., LTD.",MIYAIRI,産業機械,,E01624,390760000,機械,その他機械,東証,データなし,100,"48,849,935",http://www.miyairi-valve.co.jp,3/末,9/末 3/末,3Q単: 2026/02/09 16:00,"1Q: 2025/08/07
2Q: 2025/11/10
3Q: 2025/02/07
通期: 2025/05/13",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6496,中北製,中北製作所,中北製,ﾅｶｷﾀｾｲｻｸｼｮ,"NAKAKITA SEISAKUSHO CO., LTD.",NAKAKTA,産業機械,,E01649,364200000,機械,その他機械,東証,(13/ 7/16),100,"3,832,800",http://www.nakakita-s.co.jp/,5/末,11/末 5/末,2Q連: 2026/01/06,"1Q: 2025/10/07
2Q: 2026/01/06
3Q: 2025/04/08
通期: 2025/07/08",機械,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6497,ハマイ,ハマイ,ハマイ,ﾊﾏｲ,HAMAI INDUSTRIES LTD,HAMAI I,産業機械,,E01652,377040000,機械,他金属製品,東証,(13/ 7/16),100,"7,424,140",http://www.hamai-net.com/,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/13
2Q: 2025/08/07
3Q: 2025/11/11
通期: 2025/02/14",非鉄金属製品,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6498,キッツ,キッツ,キッツ,ｷｯﾂ,KITZ CORP.,KITZ,産業機械,,E01660,324070000,機械,その他機械,東証,データなし,100,"87,565,611",http://www.kitz.co.jp/,12/末,6/末 12/末,本連: 2026/02/12 15:00,"1Q: 2025/05/08
2Q: 2025/08/08
3Q: 2025/11/12
通期: 2025/02/13",機械,東証ﾌﾟﾗｲﾑ,
6501,日　立,日立製作所,日立,ﾋﾀﾁｾｲｻｸｼｮ,"HITACHI, LTD.",HITACHI,産業機械,"マクセル
マクセルホールディングス
日立マクセル
日立プラントテクノロジー
日立プラント建設
日立電子エンジニアリング
日立モバイル
トキコ
日立製作所
ユニシアジェックス
日立メディコ",E01737,378860000,電気機器,総合電機,東証,データなし,100,"4,581,560,985",https://www.hitachi.com/ja-jp/,3/末,9/末 3/末,3Q連: 2026/01/29 15:00,"1Q: 2025/07/31
2Q: 2025/10/30
3Q: 2025/01/31
通期: 2025/04/28",電気機器,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,日経平均 JPX日経400 日経300 日経500平均
6503,三菱電,三菱電機,三菱電,ﾐﾂﾋﾞｼﾃﾞﾝｷ,MITSUBISHI ELECTRIC CORP.,MELCO,電気製品,"東洋高砂乾電池
三菱電機
日本建鐵
島田理化工業
北弘電社",E01739,390240000,電気機器,総合電機,東証,データなし,100,"2,113,201,551",http://www.MitsubishiElectric.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/03 15:30,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/02/04
通期: 2025/04/28",電気機器,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
6504,富士電機,富士電機,富士電機,ﾌｼﾞﾃﾞﾝｷ,"FUJI ELECTRIC CO., LTD.",FUJIELEC,電気製品,"富士電機
富士古河Ｅ＆Ｃ
富士電機Ｅ＆Ｃ
富士電機ホールディングス
富士電機冷機
富士電機工事",E01740,382000000,電気機器,総合電機,東証,データなし,100,"149,296,991",http://www.fujielectric.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/29 15:00,"1Q: 2025/07/31
2Q: 2025/10/30
3Q: 2025/01/30
通期: 2025/04/25",電気機器,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ 福証,日経平均 JPX日経400 日経300 日経500平均
6505,東洋電,東洋電機製造,東洋電,ﾄｳﾖｳﾃﾞﾝｷｾｲｿﾞｳ,"TOYO ELECTRIC MFG. CO., LTD.",TOYO EL,建設・農業機械,,E01742,361700000,電気機器,重電,東証,データなし,100,"9,735,000",http://www.toyodenki.co.jp/,5/末,11/末 5/末,2Q連: 2026/01/13,"1Q: 2025/10/15
2Q: 2026/01/13
3Q: 2025/04/11
通期: 2025/07/14",電気機器,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6506,安川電,安川電機,安川電,ﾔｽｶﾜﾃﾞﾝｷ,YASKAWA ELECTRIC CORP.,YASKAWA,産業機械,"安川電機
ワイ・イー・データ",E01741,393200000,電気機器,重電,東証,データなし,100,"266,690,497",http://www.yaskawa.co.jp/,2/末,8/末 2/末,3Q連: 2026/01/09,"1Q: 2025/07/04
2Q: 2025/10/03
3Q: 2026/01/09
通期: 2025/04/04",電気機器,東証ﾌﾟﾗｲﾑ 福証,日経平均 JPX日経400 日経500平均
6507,ｼﾝﾌｫﾆｱ,シンフォニア　テクノロジー,シンフォニア,ｼﾝﾌｫﾆｱﾃｸﾉﾛｼﾞｰ,"SINFONIA TECHNOLOGY CO., LTD.",SINFONIA,電気製品,,E01743,337540000,電気機器,重電,東証,データなし,100,"29,789,122",http://www.sinfo-t.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 13:00,"1Q: 2025/08/08
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/13",電気機器,東証ﾌﾟﾗｲﾑ,
6508,明電舎,明電舎,明電舎,ﾒｲﾃﾞﾝｼｬ,MEIDENSHA CORP.,MEDENSH,電気製品,"明電ｴﾝｼﾞﾆｱﾘﾝｸﾞ
明電舎",E01744,391980000,電気機器,重電,東証,データなし,100,"45,527,540",http://www.meidensha.co.jp,3/末,9/末 3/末,3Q連: 2026/01/30 15:00,"1Q: 2025/07/31
2Q: 2025/10/30
3Q: 2025/01/31
通期: 2025/05/13",電気機器,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,
6513,オリジン,オリジン,オリジン,ｵﾘｼﾞﾝ,"ORIGIN CO., LTD.",ORIGIN,電気製品,,E01751,320040000,電気機器,通信機,東証,データなし,100,"6,699,986",http://www.origin.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12,"1Q: 2025/08/12
2Q: 2025/11/11
3Q: 2025/02/12
通期: 2025/05/13",電気機器,東証ｽﾀﾝﾀﾞｰﾄﾞ,
6516,山洋電,山洋電気,山洋電,ｻﾝﾖｳﾃﾞﾝｷ,"SANYO DENKI CO., LTD.",SANYODN,電気製品,"山洋工業
山洋電気",E01806,334080000,電気機器,重電,東証,データなし,100,"38,916,561",http://www.sanyodenki.co.jp,3/末,9/末 3/末,3Q連: 2026/01/29 11:00,"1Q: 2025/07/30
2Q: 2025/10/31
3Q: 2025/01/30
通期: 2025/04/25",電気機器,東証ﾌﾟﾗｲﾑ,
6517,デンヨー,デンヨー,デンヨー,ﾃﾞﾝﾖｰ,"DENYO CO., LTD.",DENYO,産業機械,,E01758,355160000,電気機器,重電,東証,データなし,100,"21,859,660",http://www.denyo.co.jp,3/末,9/末 3/末,3Q連: 2026/02/12 14:00,"1Q: 2025/08/07
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/08",電気機器,東証ﾌﾟﾗｲﾑ,
